"destination","commercial.flag","city","region","country","fligh.direction","flight.type","date","date.year","nbr.of.passengers","cargo.weight","nbr.of.flights","seat.capacity"
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-03-01,2007,6420,8653,57,8532
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-06-01,2008,7203,1800,72,11498
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-01-01,2008,4554,1326,58,7734
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-01-01,2009,3586,1888,57,6998
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-02-01,2009,3326,44,49,5829
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-11-01,2010,5113,0,54,7588
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-04-01,2010,7603,499,79,11061
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-07-01,2011,8492,16537,85,11864
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-05-01,2011,7098,21905,76,10355
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-04-01,2007,7496,13568,63,10246
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-09-01,2007,8310,11438,62,10088
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-03-01,2008,6539,10283,61,8893
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-10-01,2008,7904,9444,64,10959
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-06-01,2009,7517,10342,82,11509
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-10-01,2010,8761,0,85,12055
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-06-01,2011,2302,0,16,3024
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-05-01,2011,1197,0,7,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-09-01,2007,2163,0,13,2457
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-04-01,2008,572,0,5,795
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2009-03-01,2009,0,0,4,0
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-07-01,2010,1372,0,11,1701
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-04-01,2007,1776,0,11,2076
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-05-01,2007,2797,1903,14,3069
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-07-01,2007,2680,0,16,3024
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-05-01,2008,925,305,5,1325
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-06-01,2010,1897,0,12,2268
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-09-01,2010,788,0,6,945
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-11-01,2011,5556,23345,48,7104
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-06-01,2011,7217,32137,81,10705
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-05-01,2011,6366,26625,77,10405
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-05-01,2007,6107,873,68,10180
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-08-01,2009,10673,3206,88,12718
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-02-01,2010,4585,218,50,6560
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-02-01,2007,4473,12211,48,6446
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-04-01,2008,8292,11613,68,11215
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-07-01,2009,9108,8657,93,12596
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-10-01,2011,1286,0,7,1325
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-07-01,2011,1716,0,12,2268
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-09-01,2008,1706,0,10,1958
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-08-01,2008,1119,0,8,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-11-01,2010,0,8988,2,0
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-04-01,2010,1035,0,7,1255
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-07-01,2011,8345,31315,86,12175
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-07-01,2008,8683,6725,81,12390
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-08-01,2008,10140,3585,79,12009
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-06-01,2010,7555,241,84,11059
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-09-01,2010,7957,370,83,11513
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-01-01,2010,5095,469,59,7040
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2012-04-01,2012,2972,10249,25,3748
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2012-03-01,2012,2225,8503,22,2824
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2012-02-01,2012,2421,15286,22,3114
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-08-01,2011,10321,17730,89,13012
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-01-01,2011,4177,24569,55,6874
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-02-01,2011,4601,17270,46,6293
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-03-01,2007,6572,10669,57,8532
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-10-01,2007,7558,19930,66,10971
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-12-01,2007,4919,13084,59,8495
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-08-01,2008,10388,10939,79,11948
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-01-01,2009,3772,10440,56,6889
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-11-01,2009,6804,12546,61,9055
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-10-01,2009,9247,12620,76,13041
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-07-01,2010,8357,11400,88,11883
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2012-04-01,2012,1638,0,9,1699
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-04-01,2011,368,0,3,567
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-06-01,2007,1608,0,8,1664
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-03-01,2007,1519,0,11,1884
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2009-10-01,2009,366,0,3,378
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-05-01,2010,1471,0,11,1890
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-04-01,2011,557,0,3,567
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-03-01,2007,1566,0,9,1695
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-11-01,2008,0,0,2,345
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-10-01,2008,1204,0,7,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-05-01,2010,1465,0,11,1890
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-07-01,2007,9273,2529,70,11630
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-01-01,2007,4074,1318,58,7506
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-11-01,2007,5791,4607,61,8777
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-09-01,2007,7494,1677,63,10560
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-08-01,2007,9382,633,67,11348
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-03-01,2008,6937,1559,63,9508
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-10-01,2008,9112,1898,63,10773
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-10-01,2009,11006,143,78,13041
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-12-01,2010,5567,0,63,7688
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-12-01,2009,6509,1808,65,8755
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2012-01-01,2012,4979,24822,50,6811
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-06-01,2007,6836,9081,62,9345
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-08-01,2007,9534,13303,66,10952
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-05-01,2010,7731,7905,81,11194
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-01-01,2010,4919,0,54,6919
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2012-06-01,2012,1755,0,12,2268
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-10-01,2007,1685,0,10,1701
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2008-07-01,2008,974,0,7,1134
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2009-02-01,2009,0,0,2,0
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-11-01,2010,0,376,4,0
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2009-08-01,2009,553,0,6,605
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2009-12-01,2009,0,0,1,0
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2012-05-01,2012,1276,0,7,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-01-01,2007,1015,0,7,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-10-01,2007,1339,0,9,1701
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-12-01,2007,0,0,1,185
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2009-08-01,2009,571,0,5,605
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-02-01,2011,4380,131213,49,6364
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-05-01,2008,7405,6255,72,10921
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-09-01,2008,8253,7791,73,11141
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-03-01,2009,4507,865,60,7989
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-05-01,2009,6793,291,76,10889
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-04-01,2009,8248,251,77,11402
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-06-01,2009,7733,981,82,11444
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-09-01,2009,8853,218,83,11924
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-07-01,2010,8574,403,91,11942
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2012-06-01,2012,3198,18140,27,4018
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2012-05-01,2012,3087,14462,26,3828
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2011-10-01,2011,9859,25563,80,12399
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-01-01,2007,4668,16540,57,7404
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-11-01,2008,6339,9354,60,8161
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2008-07-01,2008,9539,8919,80,12428
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-02-01,2009,3603,10398,49,5829
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-08-01,2009,10987,6780,88,12730
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2009-12-01,2009,6207,10852,62,8876
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2012-05-01,2012,1275,0,7,1320
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2011-09-01,2011,1058,0,6,1134
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2007-07-01,2007,2448,0,15,2793
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Non Scheduled",2010-09-01,2010,769,0,6,945
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2012-06-01,2012,2144,0,12,2268
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2012-04-01,2012,1655,0,9,1701
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-09-01,2011,1238,0,7,1323
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2011-07-01,2011,1831,0,11,2079
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2007-06-01,2007,1314,0,8,1664
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-04-01,2008,605,0,5,1002
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2008-07-01,2008,1017,0,6,1134
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Non Scheduled",2010-08-01,2010,2234,0,15,2646
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2012-06-01,2012,3127,393,27,4018
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-09-01,2011,8493,23179,82,12149
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2011-04-01,2011,7729,28699,78,11472
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-02-01,2007,4201,2261,48,6527
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-04-01,2007,7623,1021,63,10246
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2007-06-01,2007,6741,1328,62,9383
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2008-12-01,2008,5109,965,58,7456
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2009-07-01,2009,9036,261,94,12608
"Tel Aviv","Commercial","Tel Aviv","","Israel","Outgoing","Scheduled",2010-03-01,2010,6061,225,59,8189
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2007-11-01,2007,6599,18379,60,8413
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-12-01,2010,5195,12368,62,7809
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-06-01,2010,7662,10040,82,11071
"Tel Aviv","Commercial","Tel Aviv","","Israel","Incoming","Scheduled",2010-02-01,2010,4753,8085,50,6513
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2012-06-01,2012,0,44816,20,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2011-03-01,2011,0,0,1,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2009-07-01,2009,0,0,2,100
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2009-12-01,2009,0,1183,7,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2010-07-01,2010,0,1533,2,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2011-08-01,2011,0,0,2,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2011-01-01,2011,0,0,5,410
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2007-08-01,2007,0,0,3,150
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2010-12-01,2010,0,1341,1,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2010-03-01,2010,0,8014,6,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2010-01-01,2010,0,0,2,180
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2012-03-01,2012,0,42784,16,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2011-01-01,2011,0,40800,22,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2008-07-01,2008,819,64664,85,1340
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2009-02-01,2009,350,15426,54,720
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2009-05-01,2009,730,16298,62,1332
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2010-12-01,2010,0,30459,19,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2012-02-01,2012,0,11456,19,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2011-11-01,2011,0,18069,22,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2007-01-01,2007,877,8223,75,2008
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2007-10-01,2007,942,6433,71,1683
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2007-09-01,2007,1102,0,50,1650
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2009-12-01,2009,0,9443,16,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2011-10-01,2011,0,39839,20,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2011-01-01,2011,0,262,4,410
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2007-12-01,2007,0,36283,3,100
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2008-01-01,2008,0,48693,15,188
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Non Scheduled",2009-11-01,2009,0,1659,3,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2011-11-01,2011,0,12102,1,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2008-12-01,2008,0,0,2,100
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2009-03-01,2009,0,9138,25,200
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2009-04-01,2009,0,8742,20,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Non Scheduled",2010-08-01,2010,0,488,3,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2011-10-01,2011,0,1613,1,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2012-01-01,2012,0,33714,19,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2011-03-01,2011,0,42548,23,0
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2007-09-01,2007,866,0,50,1667
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2008-11-01,2008,529,43113,50,1070
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2009-01-01,2009,462,31343,48,810
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2008-08-01,2008,767,42194,65,1320
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2009-09-01,2009,410,32228,46,700
"Timisoara","Commercial","Timisoara","","Romania","Outgoing","Scheduled",2010-01-01,2010,0,31877,29,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2011-09-01,2011,0,678,2,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2011-08-01,2011,0,11506,21,0
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2007-04-01,2007,805,0,49,1634
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2008-06-01,2008,1027,8534,62,1332
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2008-01-01,2008,447,1455,29,688
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2009-07-01,2009,741,11831,52,870
"Timisoara","Commercial","Timisoara","","Romania","Incoming","Scheduled",2010-03-01,2010,0,8097,21,0
